,Minutes,Players
902,2,"Driscoll,Chase"
903,4,"Grennan,Sean"
904,1,"Jackson,Rashad"
905,2,"Mpawe,Paulin"
906,2,"Ndaiye,Mamadou"
907,3,"Gibson,Ty"
908,1,"Alcindor,Marlon"
909,1,"Rockafeler,Miles"
910,3,"Wallace,Daniel"
911,1,"Harris,Julian"
912,5,"Touchet,Trey"
913,3,"Ramlal,Kendall"
914,2,"Carr,Alex"
915,1,"Glover,Jamison"
916,1,"Rowley,Paul"
917,2,"Holmes Jr.,Kevin"
918,1,"Petras,Jakub"
919,1,"Thrower,Deshaun"
920,5,"Tolksdorf,Leon"
921,2,"Harris,Tyler"
922,2,"Witherill,Austin"
923,2,"Cruz,Paulo"
924,4,"Waddell,Devin"
925,2,"Walker,Jonathan"
926,2,"Ray,Shawn"
927,1,"Evelyn,Bakari"
928,1,"Burton,Ryan"
929,1,"Allbery,Alex"
930,1,"Hubler,John"
931,5,"Kaputo,Nelson"
932,2,"Austin,Brandon"
933,3,"Friedman,Ted"
934,1,"Izundu,Ebuka"
935,2,"Glover,John Ross"
936,3,"James,Joel"
937,1,"Zemgulis,Deividas"
938,1,"Lloyd,Sean"
939,1,"Robbins,Mike"
940,1,"VanBeck,Wes"
941,4,"Jackson,Kimani"
942,2,"Clement,Tyler"
943,1,"Albert,Malik"
944,1,"Stewart,Marlon"
945,1,"Fowler,Nate"
946,1,"Pettus,Trey"
947,1,"Bennett,Steven"
948,3,"Doby,Anfernee"
949,1,"Redman,Corey"
950,2,"Davidson,Nick"
951,2,"Levingston Simon,Chandler"
952,4,"Bryant,Grant"
953,3,"Tate,Jaylon"
954,5,"Barton,Jimmy"
955,1,"DeHaan,Jay"
956,1,"Gillis,Brennan"
957,3,"Brown,Blake"
958,1,"McDonald,Jaylin"
959,4,"Dakich,Andrew"
960,2,"Ash,Jordan"
961,1,"Dobbins,Kyle"
962,1,"Aparicio,Juan"
963,2,"Sprinkle,J'Breun"
964,2,"Johnson,Coleman"
965,1,"Oakley,Devon"
966,1,"Westrop,Saren"
967,1,"Ibaka,Igor"
968,2,"Self,Tyler"
969,10,"Akilo,Samson"
970,6,"Severado,Nick"
971,1,"Taylor,Kenneth"
972,1,"Thomas,Jonathan"
973,5,"Wilson,Nolan"
974,7,"Whitfield,Dwain"
975,18,"Williams,Kyle"
976,1,"Kirven,Caid"
977,1,"Bush,Zach"
978,1,"Stacey,Trey"
979,1,"Collie,Daniel"
980,2,"Gavrilovic,Strahinja"
981,1,"Smith,Jerrold"
982,3,"Harris,Tyler"
983,3,"Witherill,Austin"
984,2,"Sanders,Nayke"
985,1,"Thompson,Javaka"
986,1,"Roy,Greg"
987,1,"Van Dyk,Matt"
988,1,"Ahrens,Kyle"
989,1,"White,Stilman"
990,4,"Alston,Shawn"
991,3,"Weir,Dougal"
992,3,"Duncan,Everett"
993,6,"Edwards,Adrian"
994,3,"Katumbusi II,Rahamanh"
995,2,"Martinez,Javier"
996,2,"Marshall,Morris"
997,2,"Toe,Terrill"
998,2,"Levene,Dennis"
999,1,"Fowler,Nate"
1000,1,"Domingo,Stephen"
1001,1,"Douglas,Zacarry"
1002,2,"Boezeman,Robert"
1003,3,"Wells,Nate"
1004,5,"Aja,Kanu"
1005,3,"Bargmann,Andrew"
1006,3,"Stalzer,Eli"
1007,2,"Rayner,Khyan"
1008,4,"Sica,John"
1009,1,"Little,Saleem"
1010,3,"Davis,Joel"
1011,2,"Massey,Jason"
1012,1,"Ljuboja,Miki"
1013,4,"Fleming,Michael"
1014,2,"Smith,Guilien"
1015,1,"Payne,Quinten"
1016,1,"Walker,Andre"
1017,1,"McRoy,Curtis"
1018,2,"Rongstad,Derek"
1019,1,"Robinson Jr.,Patrick"
1020,1,"Jeter,Chase"
1021,1,"Lufile,Abednego"
1022,5,"Kundrotas,Karolis"
1023,3,"Eberhardt,Sheldon"
1024,1,"Rhoden,Dondre"
1025,3,"Ringholt,James"
1026,7,"Douglas,Michael"
1027,5,"Moore,Tyre"
1028,1,"Langan,Gene"
1029,2,"Dixon,Danny"
1030,1,"Stepteau,Brocke"
1031,1,"Enos,Dyrbe"
1032,1,"Cornelissen,Jakob"
1033,1,"James,K.J."
1034,1,"Dupree,Xavier"
1035,4,"Jackson,Trevis"
1036,1,"Ugbaja,Jiday"
1037,2,"LaRose,Kinnon"
1038,1,"Cunningham,Nick"
1039,2,"Austin,Demontrez"
1040,3,"Chambers,Kamali"
1041,2,"Provo,Nevell"
1042,3,"Harrell,Ronnie"
1043,2,"Clement,Tyler"
1044,1,"Ram,Varun"
1045,4,"Wagner,Moritz"
1046,4,"Wilridge,E'Torrion"
1047,3,"Elmore,Ot"
1048,2,"Ikuenobe,Christopher"
1049,5,"Twombly,Brady"
1050,2,"Manning,Chris"
1051,2,"Gilmore,Terron"
1052,2,"Laws,Malcolm"
1053,1,"Ishola,Brian"
1054,1,"Campbell,Ountae"
1055,2,"Cvjeticanin,Filip"
1056,4,"Kirk,Shaun"
1057,1,"Powell,Nick"
1058,3,"Myles,Tyshawn"
1059,3,"Ford,Sajon"
1060,2,"Gresham Jr.,Donnell"
1061,3,"Tate,Jaylon"
1062,1,"Vassor,Stephen"
1063,3,"Morgan,Jalen"
1064,2,"Batish,Jamie"
1065,1,"Altheimer,Velerio"
1066,1,"Lewis,O.J."
1067,2,"Thompson,Kyle"
1068,2,"Lodge,Markell"
1069,1,"Vega,Christian"
1070,4,"Sands,Andre"
1071,3,"Louder,Pervis"
1072,3,"Burnell,Jason"
1073,3,"Romich,Drew"
1074,1,"Doyle,Logan"
1075,2,"Nelson,Marquis"
1076,6,"Tillman,David"
1077,1,"Leek,Deng"
1078,2,"Gamble,Karl"
1079,1,"Swan,Anthony"
1080,4,"Oddo,Brian"
1081,1,"Tot,Oliver"
1082,3,"Thomas,Alex"
1083,5,"Marshall,Nick"
1084,2,"Romeo,Richard"
1085,3,"Friedman,Ted"
1086,2,"Korkowski,Zach"
1087,8,"Davis,Latin"
1088,2,"Marquetti,Malik"
1089,2,"Harley,Khari"
1090,1,"Gollon,James"
1091,1,"McDonald,Jaylin"
1092,1,"Crabtree,Drew"
1093,2,"Pino,Christian"
1094,2,"Berbari,Elias"
1095,5,"Gordon,Jack"
1096,8,"Fleming,Michael"
1097,1,"McDonnell,Brandon"
1098,2,"Christensson,Albert"
1099,1,"Williams,Chris"
1100,1,"Williams,J.R."
1101,1,"Curry,DaRon"
1102,1,"Schroback,Mike"
1103,1,"Levene,Dennis"
1104,1,"Hart,Alex"
1105,1,"Brown,Harrison"
1106,2,"Wilson,Gavin"
1107,1,"Barber,DeAndre"
1108,2,"McRoy,Curtis"
1109,12,"Ringholt,James"
1110,1,"Hayes,T.K."
1111,1,"Buscher,Zach"
1112,1,"Stepteau,Brocke"
1113,1,"Leunen,Montie"
1114,1,"Mortensen,Daniel"
1115,2,"Gamble,Karl"
1116,6,"Sheppard,Branden"
1117,2,"Berger,Seth"
1118,1,"Manning,Chris"
1119,4,"Bolstad,Darius"
1120,4,"Bryant,Trae"
1121,1,"Stull,Brock"
1122,1,"Hallinan,Xavier"
1123,1,"Hunter,Jordan"
1124,1,"Oshita,Christian"
1125,2,"Reynolds,Jamal"
1126,1,"Mickle,Kevin"
1127,4,"Wheeler,Connor"
1128,3,"Lee,Richard"
1129,2,"Clarke,Dustin"
1130,8,"Rosenwinkel,Matt"
1131,2,"Scott,Jarad"
1132,3,"Jones,Charlie"
1133,1,"Johnson,Brandon"
1134,4,"Hanley,Peter"
1135,5,"Glover,John Ross"
1136,1,"Davis,Jay Jay"
1137,4,"Jones,Nate"
1138,2,"Smith,Jamal"
1139,4,"Haney,Zach"
1140,1,"Murphy,Billy"
1141,1,"Kennedy,Thomas"
1142,1,"Marshall,Nick"
1143,11,"Weiher,Austin"
1144,1,"Lloyd,Sean"
1145,2,"Forney,Josh"
1146,1,"Wagner,Moritz"
1147,3,"Norman,Dane"
1148,1,"Anderson,Jason"
1149,1,"Abbott,Malik"
1150,1,"Cobb,Eric"
1151,1,"Barton,Jimmy"
1152,1,"Allen,D'Angelo"
1153,1,"Josephs,Carter"
1154,1,"Watkins,Nathan"
1155,1,"Evelyn,Bakari"
1156,2,"Thomas,Charlie"
1157,1,"Moesch,Aaron"
1158,3,"James,Joel"
1159,2,"Brown,Chad"
1160,2,"Albert,Malik"
1161,2,"Farrell,Patrick"
1162,2,"Lowe,Henry"
1163,4,"Hanel,Joe"
1164,2,"Barry,Oumar"
1165,1,"Phillips,Develle"
1166,1,"Dolins,Cory"
1167,2,"Bush,Zach"
1168,1,"Schlatter,Casey"
1169,1,"Hale,Hunter"
1170,1,"Martin,Jordan"
1171,1,"Nobles,Jordan"
1172,2,"Brown,Jashawn"
1173,3,"Estelle,Jevon"
1174,2,"David,Jonny"
1175,2,"Terrell,Andrew"
1176,2,"Bess,Javon"
1177,1,"Clark Jr,Marvin"
1178,1,"Taylor,Jacquil"
1179,1,"Rudy,Michael"
1180,1,"Sunahara,Rex"
1181,1,"Plunkett,Shane"
1182,2,"Stockton,Cole"
1183,2,"Walker,Jonathan"
1184,2,"Allison,Zach"
1185,1,"Henry,Shane"
1186,2,"Reuter,Jarred"
1187,3,"Wright,Kalif"
1188,2,"Tillman,David"
1189,2,"Adel,Deng"
1190,5,"Collins,Garrett"
1191,1,"Williams,Riyan"
1192,1,"Gray,Mark"
1193,1,"Thomas,Jonathan"
1194,4,"Bento,James"
1195,2,"Cigarroa,Angelo"
1196,2,"Johnson,Phillip"
1197,1,"Kite,Jerred"
1198,1,"Streeter,Tyler"
1199,1,"Johnson,Jared"
1200,1,"Bain,Nathan"
1201,1,"Noyes,Mike"
1202,1,"Foxen,Christian"
1203,1,"LaRose,Kinnon"
1204,1,"Westrop,Saren"
1205,1,"Nwokeabia,Benjamin"
1206,1,"David,Justin"
1207,2,"Louder,Pervis"
1208,1,"Clark,Christian"
1209,4,"Love,Lionel"
1210,2,"Epps,Devin"
1211,1,"Houston,Baryn"
1212,2,"Cox,Austin"
1213,3,"Pierre,Josh"
1214,1,"Hadden,Tyler"
1215,1,"Hanley,Peter"
1216,1,"Buscher,Zach"
1217,1,"Stepteau,Brocke"
1218,1,"Enos,Dyrbe"
1219,1,"John,Trevor"
1220,1,"Kerr,Nick"
1221,1,"Glapion,Brenden"
1222,1,"Welle,Cole"
1223,1,"Smith,DaJuan"
1224,1,"Mmonu,Ugo"
1225,1,"Upchurch,Danny"
1226,4,"Griciunas,Benas"
1227,2,"Fraser-Pauls,Chandler"
1228,1,"Anderson,Juwan"
1229,1,"Molinari,David"
1230,1,"Dolins,Cory"
1231,1,"Barry,Oumar"
1232,1,"Blackmon,Marshawn"
1233,4,"Thompson,Robin"
1234,3,"Lodge,Markell"
1235,2,"Booth,Mike"
1236,1,"Taylor,Jahmel"
1237,1,"Arroyo,Ruben"
1238,1,"Wehrli,Bobby"
1239,1,"Rudy,Michael"
1240,1,"O'Neill,Connor"
1241,2,"Brown,Jalen"
1242,2,"Hoffman,Calvin"
1243,2,"Banas,Matt"
1244,2,"Oberfeld,Ben"
1245,2,"Mountain,Derek"
1246,1,"Rielly,Patrick"
1247,1,"Joseph,Max"
1248,7,"Robinson,Dontaveon"
1249,12,"Avery,Jalen"
1250,1,"Rimmer,Schuyler"
1251,3,"Harris,Karl"
1252,1,"Bibbins,Justin"
1253,1,"Rifkind,Alex"
1254,2,"Patterson,Reggie"
1255,1,"Bridgewater,Brian"
1256,2,"Avare,Dillon"
1257,2,"Ram,Varun"
1258,5,"Mitchell,Akim"
1259,1,"Petras,Jakub"
1260,1,"Mitchell,Kameron"
1261,1,"Martin,Jeremiah"
1262,1,"Wade,Dion"
1263,2,"Hollaway,Glenn"
1264,6,"Strother Jr.,Ronald"
1265,3,"Thompson,Terrell"
1266,3,"Dadika,Jake"
1267,1,"McKnight,Derek"
1268,1,"Jones,Martin"
1269,3,"McAllister,Marius"
1270,2,"Baker,Dusty"
1271,1,"Hobaugh,Dustin"
1272,1,"Powell,Nick"
1273,2,"Marshall,Jimmy"
1274,1,"Abakah,Kwesi"
1275,1,"Prahl,Brett"
1276,1,"Kirven,Caid"
1277,1,"Jones,Jeff"
1278,1,"Bartley,Justice"
1279,4,"Harrison,Cole"
1280,4,"LeBlanc,Mike"
1281,2,"Toe,Terrill"
1282,2,"Pugh,Anthony"
1283,3,"Jackson,Trevis"
1284,1,"Walton,Cole"
1285,5,"Nzei,Michael"
1286,3,"Hicks,Izais"
1287,3,"Williams,Josh"
1288,3,"Jacobsen,Cory"
1289,1,"Smith,Byron"
1290,1,"Lloyd,Sean"
1291,2,"Reid,Kyle"
1292,2,"Miller,Malik"
1293,8,"Gaines,Lyonell"
1294,1,"Self,Tyler"
1295,1,"Greene,Brannen"
1296,2,"Dry,Dalton"
1297,2,"Ljeskovic,Uros"
1298,1,"Roland,Jordan"
1299,4,"Smith,Josh"
1300,2,"VanHorn,Trent"
1301,1,"Myers,Teyvon"
1302,3,"Harris,Barnett"
1303,3,"Lochner,Curtis"
1304,2,"O'Mara,Sean"
1305,3,"Gordon,Jack"
1306,1,"Bayless,Joseph"
1307,3,"Gettings,Stone"
1308,3,"Hines,Ryden"
1309,2,"Westrop,Saren"
1310,6,"Reynolds,Jamal"
1311,1,"Gombe,Ron"
1312,1,"Leone,Andrew"
1313,3,"Dickinson,Wesley"
1314,2,"Yoshor,Zach"
1315,4,"Young,Aaron"
1316,1,"Gottfried,Cameron"
1317,1,"Barba,Peter"
1318,7,"Ghani,Khaliq"
1319,1,"Williams,Tiremone"
1320,1,"Laidig,Jeff"
1321,1,"Biebel,Jack"
1322,2,"Tobler,Zack"
1323,2,"Hasbargen,Tim"
1324,3,"McNeil,Jordan"
1325,4,"Rucker,Bryant"
1326,1,"Williams,Austin"
1327,1,"Fraser-Pauls,Chandler"
1328,2,"Julien,Courtney"
1329,3,"Matthews,Mark"
1330,2,"McDowell,Jake"
1331,4,"Estelle,Jevon"
1332,2,"Campo,Jose"
1333,1,"Williams,Ashley"
1334,1,"Adams,Michael"
1335,3,"Collins,Josh"
1336,1,"Eaglin,Todd"
1337,1,"Campbell,Chris"
1338,1,"Gross,Jacob"
1339,2,"Twombly,Brady"
1340,2,"Sharp,Stephon"
1341,2,"Stalzer,Eli"
1342,1,"Heller,Max"
1343,2,"Keenan,Ryan"
1344,1,"Collins,Armani"
1345,2,"Lee,K.J."
1346,1,"Yuoir,Jemaa"
1347,1,"Xu,Oliver"
1348,3,"Nurse,Joshua"
1349,1,"Poulter,Andrew"
1350,4,"Mayot,Duol"
1351,1,"Allen,Noah"
1352,2,"Alston,Shawn"
1353,1,"Griggs-Williams,Christian"
1354,1,"Eubanks,Kobie"
1355,4,"Sehic,Samir"
1356,1,"Cressler,Nolan"
1357,3,"Stokes,Toriano"
1358,2,"Branch,Armani"
1359,1,"Prahl,Brett"
1360,3,"Tolksdorf,Leon"
1361,1,"Roland,Jordan"
1362,2,"Ukah,Okey"
1363,1,"Soukup,Michael"
1364,1,"Winter,Zach"
1365,2,"Diallo,Cheick"
1366,2,"Burston,Torey"
1367,2,"Scissum,Gerron"
1368,5,"Rollo,Travis"
1369,1,"Dodge,Nathan"
1370,10,"Provo,Nevell"
1371,2,"Forney,Josh"
1372,2,"Davis,Terence"
1373,2,"Brantley,Jaylen"
1374,1,"Mache,Michael"
1375,1,"Dowdy,Michael"
1376,1,"Carter,Myles"
1377,1,"Soffer,Dalton"
1378,2,"McRae,Jordan"
1379,2,"Schurman,John"
1380,2,"Mitchell,Kameron"
1381,4,"Jackson,Jordan"
1382,4,"Stewart,Marlon"
1383,2,"Lowe,Henry"
1384,1,"Farrell,Patrick"
1385,1,"Jones,Jeff"
1386,1,"Witherill,Austin"
1387,7,"Boese,Brett"
1388,1,"Leek,Deng"
1389,1,"Stradnieks,Rudy"
1390,5,"Nurger,Rauno"
1391,1,"Bush,Zach"
1392,1,"O'Suji,Stephen"
1393,2,"Redman,Corey"
1394,1,"McCarty,John"
1395,1,"Chambers,Tyree"
1396,1,"Gazi,Erten"
1397,3,"Cobb,Eric"
1398,1,"McFadden,Jerry"
1399,7,"Toney,Emmanuel"
1400,2,"Juricek,Viktor"
1401,2,"Johnson,Phillip"
1402,6,"Schlatter,Casey"
1403,2,"Cooke,Hallice"
1404,4,"Burton,Ryan"
1405,1,"Tharp,Jackson"
1406,1,"Priller,Tim"
1407,3,"Schaffer,Lawson"
1408,2,"Shreiner,Lyrik"
1409,1,"Dry,Dalton"
1410,4,"Odomes,Rashard"
1411,4,"Cox,Stefan"
1412,1,"Galloway,Matt"
1413,2,"Robertin,Legend"
1414,15,"Bynum,Tyree"
1415,2,"Tillman,David"
1416,2,"Lewis,Joseph"
1417,2,"Dingba,Samuel"
1418,3,"Williams,Kenny"
1419,2,"Gorski,Nick"
1420,2,"Madison,Ausar"
1421,2,"Speller,Patrick"
1422,1,"Davis,Bennett"
1423,4,"Murinda,Mufaro"
1424,2,"Batts,Jerimyjah"
1425,6,"Nelson,Marquis"
1426,2,"Bento,James"
1427,1,"Sorkin,Roman"
1428,2,"Chambers,Kamali"
1429,9,"Domingo,Stephen"
1430,6,"Illikainen,Alex"
1431,1,"Ishola,Brian"
1432,3,"Hubler,John"
1433,2,"Washington,Jy'lan"
1434,2,"O'Brien,Grant"
1435,1,"McGregor,Gilbert"
1436,1,"Rike,Troy"
1437,1,"Ram,Varun"
1438,4,"Hamilton,Johnny"
1439,2,"Maia,Rafael"
1440,1,"Lecak,Mike"
1441,3,"Moran,John"
1442,1,"Farrell,Patrick"
1443,1,"Lowe,Henry"
1444,7,"Burchfield,Connor"
1445,3,"Williams,Boaz"
1446,1,"Gregory,LeMon"
1447,1,"Rakocevic,Gligorije"
1448,1,"Dahlen,Matt"
1449,2,"Comanche,Chance"
1450,2,"Miles,Keaton"
1451,2,"Kouassi,Willy"
1452,1,"Green,Daniel"
1453,3,"Keim,Patrick"
1454,7,"Wilridge,E'Torrion"
1455,1,"Iduwe,Osahen"
1456,4,"Triplett,Patrick"
1457,2,"Lakoju,Ami"
1458,1,"Pierre,Tidell"
1459,2,"Randall,Shane"
1460,4,"Rucker,Bryant"
1461,2,"Molinari,David"
1462,2,"Curington,R.J."
1463,1,"Dolins,Cory"
1464,7,"McGlynn,Nick"
1465,1,"Matthews,Tommy"
1466,2,"Gibson,Ty"
1467,1,"Henderson,Bear"
1468,2,"Aube,Reid"
1469,7,"Lindsey,Jalen"
1470,2,"Beach,Jack"
1471,5,"Weir,Dougal"
1472,1,"Plousis,Mark"
1473,2,"Fox,Nourse"
1474,1,"Lopez,Jesse"
1475,1,"Askew,Tavin"
1476,2,"Laing,Nathan"
1477,2,"Matthews,Charles"
1478,4,"Fleming,Iverson"
1479,1,"Josephs,Nathan"
1480,5,"Manyang,Akolda"
1481,1,"Jones,Jeff"
1482,1,"Salt,Jack"
1483,1,"Reuter,Jarred"
1484,1,"Kirven,Caid"
1485,5,"Stafford,Eric"
1486,2,"Ellenson,Wally"
1487,2,"Anim,Sacar"
1488,1,"Mache,Michael"
1489,1,"Ney,Niklas"
1490,1,"Stowe,Jaylen"
1491,3,"Robinson,Dontaveon"
1492,3,"Strother Jr.,Ronald"
1493,2,"Alex,Jabari"
1494,7,"Kanseyo,Tyson"
1495,1,"Smith,Chuck"
1496,2,"Allbery,Alex"
1497,3,"Pistokache,Joaquin"
1498,3,"Johnson,Shaun"
1499,1,"Perpiglia,Steve"
1500,1,"Egbuna,Toby"
1501,1,"Dalton,Spenser"
1502,11,"Jordan,Brandon"
1503,1,"Hickson,Kevin"
1504,1,"Metoyer,Malik"
1505,5,"Lockley,Bryson"
1506,2,"Russell,Colin"
1507,2,"Livingston,Max"
1508,1,"Jackson,Rashad"
1509,2,"Evelyn,Bakari"
1510,3,"Floras,Dimitri"
1511,3,"Baumann,Javon"
1512,2,"Scocca,Andrew"
1513,1,"Walton,Cole"
1514,1,"Adams,Eric"
1515,7,"Tuss,Joe"
1516,4,"Lee,K.J."
1517,1,"Cunningham,Nick"
1518,1,"Merrill,Jimmy"
1519,1,"Schaffer,Lawson"
1520,2,"Collins,LaQuentin"
1521,1,"Martin,Malik"
1522,2,"Rowe,Chandler"
1523,5,"Ivory,Josh"
1524,2,"Wulff,Alec"
1525,3,"Wright,Isaiah"
1526,1,"Reyes,Chris"
1527,1,"Taylor,Quinn"
1528,2,"Warford,Tyler"
1529,1,"Kennedy,J.C."
1530,5,"Brown,Blake"
1531,3,"McCormick,Kellen"
1532,2,"Berbari,Elias"
1533,3,"Voss,Conor"
1534,1,"Simmons,Shawn"
1535,2,"Edwards,AJ"
1536,8,"Rakocevic,Gligorije"
1537,1,"Stangel,Justin"
1538,1,"Dahlen,Matt"
1539,1,"N'diaye,Cheikh"
1540,1,"Harris,Tyler"
1541,1,"Lawson,Shazier"
1542,4,"Sanks,Jonathan"
1543,4,"Hill,Maurius"
1544,1,"Scocca,Andrew"
1545,1,"Begley,Devon"
1546,4,"Calhoun,Omar"
1547,8,"Harris,Barnett"
1548,3,"Davydov,Daniel"
1549,1,"Rhoden,Dondre"
1550,2,"Jackson,Trevis"
1551,3,"Thompson,Christian"
1552,3,"Davis,Paris"
1553,1,"Strollo,Ryan"
1554,2,"Hackett,Drew"
1555,3,"Bryan,Marcus"
1556,1,"Hart,Alex"
1557,1,"Walters,Sam"
1558,2,"Marlin,Matt"
1559,1,"Broussard,Jacob"
1560,10,"Brown,Lawrence"
1561,2,"Rouse,Seth"
1562,2,"Frederick,Andre"
1563,2,"Manning,Chris"
1564,2,"Clemons,Montray"
1565,3,"Williams,J.R."
1566,3,"Benzon,Christian"
1567,3,"Burgett,Austin"
1568,1,"Akintobi-Adeyeye,Doyin"
1569,1,"Joseph,Kaleb"
1570,1,"Sutton,Mike"
1571,3,"Janssen,Jonothan"
1572,3,"Davidson,Nick"
1573,1,"Nurse,Joshua"
1574,2,"Madison,Tyler"
1575,5,"Chambers,Kamali"
1576,6,"Gerrity,Nolan"
1577,1,"Brent,Malcolm"
1578,2,"Hanel,Joe"
1579,1,"Dolins,Cory"
1580,1,"Pettus,Trey"
1581,1,"Bennett,Steven"
1582,1,"Nazarian,Mehran"
1583,4,"Barber,DeAndre"
1584,4,"Eudy,Andrew"
1585,2,"Guzonjic,Kenan"
1586,1,"Repine,Josh"
1587,1,"Williams,Austin"
1588,1,"Gruden,Joey"
1589,4,"Thomas,Cahli"
1590,15,"Mickle,Kevin"
1591,1,"Weary Jr.,Eric"
1592,1,"Barton,Jimmy"
1593,1,"Wolf,Adam"
1594,1,"Glover,John Ross"
1595,3,"Diedhiou,Gaston"
1596,2,"Stockton,Cole"
1597,1,"Coddington,Jake"
1598,2,"Duncan,Everett"
1599,1,"Joy,Connor"
1600,4,"Lindsey,Jake"
1601,1,"Edwards,Blake"
1602,3,"Oliver,T.J."
1603,3,"Moute a Bidias,Roger"
1604,1,"Washington,Jabbar"
1605,4,"Jackson,Aaron"
1606,1,"Milon,Matt"
1607,2,"Steel,Josh"
1608,4,"Harrell,Ronnie"
1609,2,"Wampler,Billy"
1610,1,"Ham,Donovan"
1611,1,"Sorrells,Andrew"
1612,1,"Henderson,Josh"
1613,3,"Niego,Harrison"
1614,2,"Hobgood,Chris"
1615,4,"Diallo,Cheick"
1616,1,"Mykhailiuk,Sviatoslav"
1617,1,"Avery,Travis"
1618,3,"Idris,Teslim"
1619,1,"Strother Jr.,Ronald"
1620,3,"Johnson,Julius"
1621,1,"Moran,John"
1622,2,"McCormick,Mitch"
1623,1,"Pierre-Louis,Thomas"
1624,1,"Hubby,Terrance"
1625,1,"Johnson,Larry"
1626,6,"McCoggle,Christian"
1627,1,"Washington,Dewayne"
1628,2,"Conroy,Riley"
1629,1,"Hines,Ryden"
1630,1,"Manning,Chris"
1631,1,"McManimon,Liam"
1632,1,"Smith,Nych"
1633,2,"Schlotman,Michael"
1634,2,"Vucetic,Sergej"
1635,2,"Majstorovic,Dusan"
1636,1,"Sadlon,Hunter"
1637,1,"Burge,Al"
1638,2,"McDowell,Jake"
1639,1,"Pillari,Daniel"
1640,1,"Weir,Dougal"
1641,1,"Burns,Keon"
1642,1,"Adams,Michael"
1643,2,"Joseph,Max"
1644,2,"Davidson,Nick"
1645,1,"Dhillon,Samer"
1646,1,"Marquetti,Malik"
1647,2,"Bruce,Derrick"
1648,5,"Kelly,Michael"
1649,1,"Wilfong,Jonathan"
1650,2,"Taplin,Sterling"
1651,2,"Gerrity,Nolan"
1652,5,"Shayok,Marial"
1653,2,"Williams,Kenny"
1654,2,"Ney,Niklas"
1655,2,"Vest,Alan"
1656,1,"Oddo,Brian"
1657,1,"Bischoff,Jake"
1658,2,"Anderson,Carlitos"
1659,2,"Robinson III,Elbert"
1660,2,"White-Pittman,Greg"
1661,1,"Love,Lionel"
1662,3,"Wrencher,Patrick"
1663,2,"Wolford,Andre"
1664,4,"Toppin,Malik"
1665,2,"Laney,Shakaris"
1666,5,"Harley,Khari"
1667,1,"McCarty,John"
1668,1,"Hale,Hunter"
1669,2,"Adams,Christian"
1670,1,"Coleman,Josh"
1671,1,"Law,Aaron"
1672,2,"Pettus,Trey"
1673,1,"Chatfield,Andre"
1674,1,"Hershberger,Sam"
1675,1,"Koumadje,Jean Marc"
1676,3,"Cumberland,Jaevin"
1677,1,"Funtarov,Georgi"
1678,1,"Onyebalu,Michael"
1679,1,"Buscher,Zach"
1680,1,"Stepteau,Brocke"
1681,6,"Nakken,Erik"
1682,1,"Nwosuh,Clint"
1683,1,"Tharp,Jackson"
1684,1,"Robinson,Dontaveon"
1685,4,"Holland,Demarcus"
1686,1,"Jankovic,Kosta"
1687,2,"Josephs,Carter"
1688,1,"Floreal,E.J."
1689,1,"Kennedy,Christian"
1690,5,"Hiepler,Ryan"
1691,2,"Marlin,Matt"
1692,1,"McClendon,Jeffery"
1693,1,"VanHorn,Trent"
1694,3,"Grant,Matthew"
1695,1,"Stull,Brock"
1696,1,"Sharp,Stephon"
1697,3,"Benzel,Cody"
1698,1,"Gilmore,Terron"
1699,1,"Toriola,Moses"
1700,1,"Obi,Sean"
1701,2,"Jackson,Demetrius"
1702,3,"Torres,Austin"
1703,1,"Gregory,Matt"
1704,1,"Olesinski,Alex"
1705,3,"Lynch,Jaquan"
1706,1,"Federico,Niksha"
1707,1,"U'u,Parker"
1708,2,"Nesbitt,Michael"
1709,6,"Moore,Zack"
1710,2,"Dickerson,Zach"
1711,3,"Luckett,Leantwan"
1712,1,"Collins,Josh"
1713,1,"Hobaugh,Dustin"
1714,1,"Joyce,Will"
1715,1,"Johnson,Matthew"
1716,3,"Walker,Cameron"
1717,1,"Sharma,Josh"
1718,1,"Dobbins,Kyle"
1719,1,"Distefano,T.J."
1720,1,"Byers,Frank"
1721,2,"Cohen,Danny"
1722,2,"Avery,Travis"
1723,1,"Bloom,David"
1724,1,"Burns,Deondre"
1725,8,"Pallas,Nick"
1726,1,"Douglas,Michael"
1727,1,"King,Derrien"
1728,1,"Morgan,Jalen"
1729,1,"Naughton,Jordan"
1730,3,"Williams,Tyler"
1731,2,"Akele,Nicola"
1732,1,"Leone,Andrew"
1733,2,"Mortensen,Daniel"
1734,1,"Xu,Oliver"
1735,4,"Benlevi,Malik"
1736,2,"Kouassi,Willy"
1737,4,"Pistokache,Joaquin"
1738,1,"Jones,Walter"
1739,1,"Geyen,Darryl"
1740,5,"O'Field,Maurice"
1741,1,"Newsome,Devin"
1742,1,"Allbery,Alex"
1743,2,"Curry,DaRon"
1744,2,"Risse,Matt"
1745,1,"Hector,Tracy"
1746,3,"Schwietz,Sam"
1747,3,"Eaglin,Todd"
1748,1,"Gross,Jacob"
1749,2,"Bradshaw,Riley"
1750,9,"Hansbrough,Tre"
1751,1,"Kamga,Brandon"
1752,3,"Caver,Ahmad"
