,Minutes,Players
1753,1,"Jacobsen,Cory"
1754,1,"Vance,Tre"
1755,1,"Smith,Jordan"
1756,2,"Washington,Isaiah"
1757,2,"Ellingson,Brady"
1758,2,"Renfro,Nate"
1759,2,"Lasic,Jagos"
1760,1,"Laidig,Jeff"
1761,1,"Ivory,Josh"
1762,1,"Winter,Zach"
1763,1,"Basor,Ivor"
1764,2,"Hanley,Peter"
1765,2,"Cooper,Davante"
1766,4,"Ray,Shawn"
1767,3,"Blackmon,Jarriesse"
1768,2,"Perkins,Marcellis"
1769,1,"Staubi,Matt"
1770,2,"Jackson II,William"
1771,2,"Egbuna,Toby"
1772,2,"White,Stilman"
1773,2,"Farrell,Matt"
1774,1,"Torres,Austin"
1775,1,"Casper,Brendan"
1776,5,"Arroyo,Ruben"
1777,4,"Neufeld,Matt"
1778,3,"Jolly,Brett"
1779,2,"Anthony,Rashed"
1780,1,"Morgan,Jalen"
1781,1,"Sehic,Samir"
1782,1,"Josephs,Carter"
1783,1,"Toye,Joe"
1784,2,"Steel,Josh"
1785,1,"Myers,Teyvon"
1786,1,"Marshall,Morris"
1787,4,"Waddell,Devin"
1788,1,"Williams,New"
1789,6,"Rogers,Nick"
1790,1,"Hunt,Gentry"
1791,1,"Conroy,Riley"
1792,2,"Enoch,Steven"
1793,2,"Amilo,Nnamdi"
1794,1,"Foxen,Christian"
1795,1,"Noyes,Mike"
1796,1,"Lisha,Glorind"
1797,1,"Smith,Steve"
1798,1,"Session,Jordan"
1799,3,"Liss,Cameron"
1800,2,"Killian,Matt"
1801,3,"Smith,Josh"
1802,3,"McClain,Cody"
1803,2,"Rinaldi,John"
1804,3,"Onwudiegwu,Malachy"
1805,3,"Green,Daniel"
1806,4,"Pierre,Josh"
1807,1,"Bynum,Tyree"
1808,3,"Mitchell,Kameron"
1809,2,"Plousis,Mark"
1810,1,"Smith,JaQuan"
1811,2,"Cohen,Danny"
1812,1,"Avery,Travis"
1813,1,"McCormick,Mitch"
1814,1,"Baxter,Jason"
1815,1,"Kennedy,Christian"
1816,3,"Jackson,Jordan"
1817,1,"Vest,Alan"
1818,3,"Strollo,Ryan"
1819,6,"Stradnieks,Rudy"
1820,2,"Maloney,Matt"
1821,3,"Adams,Michael"
1822,3,"Simonton,Will"
1823,2,"Momah,Obi"
1824,1,"Alexander,Kalen"
1825,4,"Nurger,Rauno"
1826,2,"Ahrens,Kyle"
1827,4,"Iverson,Khalil"
1828,2,"Daniels,Viont'e"
1829,1,"Keim,Patrick"
1830,3,"Budrys,Domas"
1831,3,"Hanley,Peter"
1832,2,"Cooper,Davante"
1833,1,"Toe,Terrill"
1834,1,"Moye,Anson"
1835,3,"Brown,Chad"
1836,1,"Izundu,Ebuka"
1837,3,"Kamga,Brandon"
1838,3,"Green,Anthony"
1839,4,"Grant,Matthew"
1840,3,"Williams,Jarod"
1841,3,"Johnson,Anthony"
1842,4,"Nuno,Enrico"
1843,1,"Gibson,Ty"
1844,2,"Spicer,Johnathan"
1845,2,"Mahoney,Dolan"
1846,3,"Basor,Ivor"
1847,1,"Taylor,Jahmel"
1848,1,"Distefano,T.J."
1849,1,"Byers,Frank"
1850,1,"Marlin,Matt"
1851,1,"Cagle,Carter"
1852,1,"Williams,Kyle"
1853,4,"Weir,Dougal"
1854,1,"Studer,Dan"
1855,5,"Robinson,Dontaveon"
1856,1,"Thomas,Jonathan"
1857,3,"Butler,J.J."
1858,1,"Pettis,Cartree"
1859,2,"Lewis,Fatodd"
1860,1,"Jones,Ed"
1861,1,"Vick,Lagerald"
1862,2,"Heldt,Matt"
1863,2,"Auslander,Kent"
1864,2,"Terrell,Andrew"
1865,4,"McDowell,Jake"
1866,1,"Stowe,Jaylen"
1867,2,"Burton,Ryan"
1868,1,"Finley,Sam"
1869,5,"Woodson,Brad"
1870,2,"Henderson,Juwan"
1871,1,"Onwudiegwu,Malachy"
1872,2,"Orender,Jacob"
1873,2,"Murphy,Billy"
1874,2,"Hemphill,James"
1875,1,"Messer,Nathan"
1876,4,"Meyer,Daniel"
1877,3,"Mitchell,Kameron"
1878,6,"Burns,Keon"
1879,6,"Cohen,Danny"
1880,2,"Williams,Kenny"
1881,2,"Collins,Josh"
1882,2,"Neumann,Sam"
1883,6,"Washington,Isaiah"
1884,3,"Watkins,Brandon"
1885,2,"Habersham,Xavier"
1886,1,"Lecak,Mike"
1887,1,"Luther,Ryan"
1888,3,"Bolstad,Darius"
1889,4,"Planek,Tom"
1890,1,"Council II,Ricky"
1891,1,"Majstorovic,Dusan"
1892,2,"Henderson,Troy"
1893,3,"Angelou,Georgios"
1894,1,"Smith,Nych"
1895,3,"Lodge,Markell"
1896,3,"Mutombo,Haboubacar"
1897,3,"Matthews,Tommy"
1898,2,"Izevbuwa,Osa"
1899,3,"Williams,Austin"
1900,1,"Davis,Mike"
1901,1,"Evans,Austin"
1902,1,"Josephs,Carter"
1903,1,"Sehic,Samir"
1904,1,"Toye,Joe"
1905,1,"Salmon,Marquis"
1906,1,"Senat,Greg"
1907,1,"Dourdas,Evan"
1908,7,"Collins,John"
1909,1,"Bilas,Anthony"
1910,1,"Anderson,Britton"
1911,1,"Vance,Tre"
1912,5,"Morgan,Jalen"
1913,1,"Worman,Sam"
1914,2,"Blake,Kellen"
1915,2,"Hill,Mitch"
1916,1,"Poole,Freddy"
1917,2,"Haber,Kyle"
1918,1,"Bowman,Greg"
1919,2,"Cruz,Paulo"
1920,3,"Clarke,Dustin"
1921,2,"Smith,Nick"
1922,7,"Boezeman,Robert"
1923,1,"Worman,Sam"
1924,1,"Williams,Ashley"
1925,2,"Woods,Peyton"
1926,5,"Majors II,John"
1927,6,"Norman,Luke"
1928,6,"Anton,Jack"
1929,2,"Luther,Collin"
1930,3,"Izevbuwa,Osa"
1931,3,"Bleecher,Maxx"
1932,1,"Douglas,Michael"
1933,2,"Wooten,Tyrone"
1934,1,"Williams,Tiremone"
1935,5,"Benlevi,Malik"
1936,1,"Donaldson,Austin"
1937,1,"Shaw,Braiden"
1938,2,"Twombly,Brady"
1939,2,"Straughan,Jake"
1940,2,"Torres,Julian"
1941,1,"Levitch,David"
1942,2,"Goins,Kenny"
1943,4,"Neumann,Sam"
1944,3,"Collins,Josh"
1945,1,"Blake,Thomas"
1946,1,"Hobaugh,Dustin"
1947,1,"Benton,Shane"
1948,2,"Duvall,Asa"
1949,7,"Abakah,Kwesi"
1950,3,"Madison,Tyler"
1951,2,"Garrison,Evan"
1952,1,"Cannon,John"
1953,3,"Pugh,Anthony"
1954,6,"Wrencher,Patrick"
1955,2,"Biebel,Jack"
1956,2,"Holley,Nigel"
1957,4,"Ruise Jr.,Charles"
1958,2,"Diop,Assane"
1959,1,"Budrys,Domas"
1960,1,"Reed,Jordan"
1961,2,"Ottman,Damion"
1962,3,"Heller,Max"
1963,4,"Bealer,Gabe"
1964,2,"Barber,DeAndre"
1965,1,"Hill,Mitch"
1966,1,"Blake,Kellen"
1967,1,"Janssen,Jonothan"
1968,3,"Vest,Alan"
1969,1,"Mortensen,Daniel"
1970,1,"Stacey,Trey"
1971,2,"Clark,Christian"
1972,2,"Haines,Dylan"
1973,1,"Johnson,Brandon"
1974,3,"Paquin,Alex"
1975,1,"Mammel,Scott"
1976,3,"N'diaye,Cheikh"
1977,4,"Friedman,Ted"
1978,1,"Knar,Robert"
1979,1,"Prusator,Grant"
1980,1,"Kennedy,Thomas"
1981,1,"Perkins,Marcellis"
1982,1,"Rielly,Patrick"
1983,1,"Baker,Isaiah"
1984,1,"Murphy,Billy"
1985,1,"Barlow,Tyler"
1986,1,"Martin,Jeremiah"
1987,3,"Bush,Zach"
1988,5,"Gorski,Nick"
1989,1,"Dickerson,Zach"
1990,4,"Jorgenson,Travis"
1991,1,"Lewis,O.J."
1992,2,"Dalton,Hayden"
1993,1,"Radner,Jonathan"
1994,1,"Akintobi-Adeyeye,Doyin"
1995,1,"Belbey,Shaun"
1996,1,"Sutton,Mike"
1997,3,"Canty,Ryan"
1998,1,"Poole,Will"
1999,1,"Hazlewood,Daniel"
2000,1,"Cambre,Cody"
2001,1,"Clement,Tyler"
2002,2,"Yoshor,Zach"
2003,2,"Davis,Raasean"
2004,1,"Goss,Collin"
2005,1,"Brantley,Jaylen"
2006,2,"Dakich,Andrew"
2007,2,"Chatman,Kameron"
2008,3,"Laws,Malcolm"
2009,4,"Ash,Jordan"
2010,5,"Van,Jacob"
2011,1,"Hummer,Daniel"
2012,1,"Toohey,Frank"
2013,2,"Keim,Patrick"
2014,1,"Josephs,Carter"
2015,2,"Molinari,David"
2016,4,"Cotton,Matthew"
2017,2,"Altheimer,Velerio"
2018,1,"Barnes,Bray"
2019,1,"Tapp,Tanner"
2020,3,"Brown,Andrew"
2021,1,"Hayes,T.K."
2022,3,"Taylor,Isaac"
2023,3,"Forrest,Quinton"
2024,1,"Charleston,Keith"
2025,1,"Ferguson,Jamal"
2026,2,"Jordan,Brandon"
2027,2,"Johnson,Julien"
2028,2,"Pritchett,Najee"
2029,4,"Thomas,Jonathan"
2030,5,"Mutombo,Haboubacar"
2031,4,"Dudley,Josh"
2032,2,"Fowler,Nate"
2033,3,"Stockman,Matz"
2034,1,"Joseph,Max"
2035,6,"Foster-Smith,Aaron"
2036,1,"Niego,Harrison"
2037,1,"Priller,Tim"
2038,2,"Van Dyk,Matt"
2039,1,"Baumann,Javon"
2040,1,"Scissum,Gerron"
2041,1,"Brown,Chad"
2042,1,"Brudish,Jake"
2043,1,"Wilfong,Jonathan"
2044,1,"Cunningham,David"
2045,5,"Toohey,Frank"
2046,3,"James,Dezmond"
2047,3,"Van,Jacob"
2048,1,"Floreal,E.J."
2049,3,"Lynch,Jaquan"
2050,2,"Johnson,Larry"
2051,2,"Whitfield,Dwain"
2052,3,"Love,Jesse"
2053,1,"Katumbusi II,Rahamanh"
2054,3,"Kobani,Mike"
2055,2,"Lester,Josh"
2056,15,"Ellison III,Lionel"
2057,2,"Taylor,Jahmel"
2058,1,"Bittner,Sam"
2059,2,"Jorch,Robin"
2060,2,"Murphy,Billy"
2061,9,"Tisdale,JD"
2062,4,"Grennan,Sean"
2063,2,"Kennedy,Thomas"
2064,3,"Drew,Landon"
2065,1,"Gombe,Ron"
2066,1,"Owen,Raven"
2067,1,"Williams,Boaz"
2068,1,"Christensson,Albert"
2069,2,"Kilby,Cory"
2070,3,"Koopman,Tom"
2071,2,"Duncan,Bobby"
2072,3,"Dulin,Bryce"
2073,2,"Enoch,Steven"
2074,1,"Powell,Nick"
2075,3,"Harris,Barnett"
2076,1,"Locke,Sean"
2077,1,"Lochner,Curtis"
2078,3,"Myles,Tyshawn"
2079,1,"Hamilton,Johnny"
2080,2,"Parke,Daniel"
2081,1,"Matthews,Tommy"
2082,6,"Henderson,Bear"
2083,1,"Benzel,Cody"
2084,1,"Hollman,Will"
2085,1,"Matthews,ZaQwaun"
2086,1,"Foschia,Nick"
2087,1,"Mourning,Trey"
2088,2,"Epps,Devin"
2089,1,"Donaldson,Austin"
2090,1,"Cagle,Carter"
2091,1,"Brown,Jalen"
2092,9,"Oakley,Devon"
2093,1,"Miller,Imani"
2094,1,"Jenkins,Janeil"
2095,2,"Bowman,Miles"
2096,1,"James,K.J."
2097,1,"Benton,Shane"
2098,1,"Hazlewood,Daniel"
2099,1,"Cambre,Cody"
2100,2,"Askew,Tavin"
2101,1,"Johnson,Phillip"
2102,3,"Thomas,Alex"
2103,1,"Mikesell,Ryan"
2104,2,"Lane,Khadre"
2105,2,"Funtarov,Georgi"
2106,1,"Moye,Anson"
2107,1,"Wrencher,Patrick"
2108,1,"Coleman,Josh"
2109,2,"McCullough,Tyler"
2110,3,"Kennedy,Cal"
2111,2,"Morrison,Luke"
2112,1,"Jabbie,Ishmail"
2113,1,"Grace,Ben"
2114,1,"Brent,Malcolm"
2115,1,"Hall,Charlie"
2116,2,"Jackson II,William"
2117,2,"Finley,Sam"
2118,2,"Escobar,J.T."
2119,1,"Pillari,Daniel"
2120,3,"Bradshaw,Riley"
2121,4,"Thomas,Cahli"
2122,1,"Scocca,Andrew"
2123,4,"Biedscheid,Cameron"
2124,2,"Izevbuwa,Osa"
2125,2,"Pettis,Cartree"
2126,5,"Zelis,Andrew"
2127,4,"Pauga,Austin"
2128,1,"Collie,Daniel"
2129,1,"Young,Aaron"
2130,1,"Biebel,Jack"
2131,3,"Trueblood,Johnny"
2132,1,"Salmon,Marquis"
2133,9,"Singleton,Joshea"
2134,1,"Josephs,Carter"
2135,2,"Allen,Nate"
2136,2,"Altheimer,Velerio"
2137,1,"Richmond,Arnold"
2138,2,"Bush,Zach"
2139,2,"Stradnieks,Rudy"
2140,2,"Leek,Deng"
2141,2,"de Laveaga,Kyle"
2142,5,"Mitchell,Kameron"
2143,2,"Donohoe,Tim"
2144,4,"Alston,Shawn"
2145,2,"Alexander,Kyle"
2146,2,"Thornton,Devin"
2147,2,"Carr,Alex"
2148,2,"Dorsey,Donaven"
2149,1,"Duruisseau,Devenir"
2150,1,"Green,Dominic"
2151,2,"Seward,Miles"
2152,1,"Kennedy,J.C."
2153,2,"Romeo,Richard"
2154,1,"Mahaffey,D'Andre"
2155,1,"Weethee,Will"
2156,2,"Brooks,Charlendez"
2157,1,"Williams,Aaron"
2158,2,"Marshall,Jimmy"
2159,1,"Ford,Sajon"
2160,1,"Schlotman,Michael"
2161,1,"Seacat,Hunter"
2162,1,"Rowley,Paul"
2163,4,"Rakicevic,Nikola"
2164,1,"Joseph,Max"
2165,2,"Brechting,Brad"
2166,4,"Smith,Brian"
2167,2,"Richardson,Raynard"
2168,6,"Williams,Tiremone"
2169,1,"Marcus,Ben"
2170,3,"Laing,Nathan"
2171,1,"Harris,Steve"
2172,1,"Budrys,Domas"
2173,1,"Burgett,Austin"
2174,5,"Onyebalu,Michael"
2175,1,"Maloney,Matt"
2176,1,"Kanter,Kerem"
2177,1,"Brown,Avery"
2178,1,"Uwadiae,Henry"
2179,1,"Gilmore,Donovan"
2180,4,"Moravek,Jaro"
2181,3,"Ariri,Aaron"
2182,2,"Biebel,Jack"
2183,9,"Jones,Brodricks"
2184,1,"Eriobuna,Ikem"
2185,6,"Holloway,Khari"
2186,1,"Bradshaw,Riley"
2187,2,"McManimon,Liam"
2188,1,"Alexander II,Courtney"
2189,1,"Stockman,Matz"
2190,3,"McRoy,Curtis"
2191,7,"Edge,Darnell"
2192,2,"Merrill,Jimmy"
2193,3,"O'Field,Maurice"
2194,1,"Witherill,Austin"
2195,2,"Meredith,Scott"
2196,1,"Kostur,Bosko"
2197,2,"Douglas,Michael"
2198,7,"Adway,Taylor"
2199,5,"Sturdivant,Tyrell"
2200,2,"Rifkind,Alex"
2201,1,"Perry,Trent"
2202,1,"Hale,Hunter"
2203,3,"Hiepler,Ryan"
2204,1,"Haus,David"
2205,1,"Gruden,Joey"
2206,1,"Petty,Brenton"
2207,2,"Bittner,Sam"
2208,15,"Ray,Quinton"
2209,2,"Rudy,Michael"
2210,2,"O'Neill,Connor"
2211,3,"Lincoln,Lee"
2212,1,"Bethea Jr.,Michael"
2213,1,"Agyeman-Budu,Jefkins"
2214,2,"Drammeh,Sheriff"
2215,3,"Benzan,Pat"
2216,2,"Osborn,Trevor"
2217,1,"Ward,C.J."
2218,3,"Hyde,Jalen"
2219,3,"Auslander,Kent"
2220,1,"Poole,Freddy"
2221,1,"Ash,Jordan"
2222,3,"Stephens,Quinton"
2223,2,"Luther,Ryan"
2224,1,"Burge,Al"
2225,1,"Williams,D'Erryl"
2226,1,"Laidig,Jeff"
2227,1,"Dauda,Ismaila"
2228,1,"Odum,Karlos"
2229,5,"McClinton,Greg"
2230,1,"VanHorn,Trent"
2231,2,"Van,Jacob"
2232,1,"Callahan,Seth"
2233,1,"Walsh,Reilly"
2234,3,"Copeland,Alex"
2235,2,"Reynolds,Blake"
2236,3,"Stowe,Jaylen"
2237,5,"Weary Jr.,Eric"
2238,3,"Moesch,Aaron"
2239,2,"Robinson,Edward"
2240,1,"Berry,Andre"
2241,1,"Yancy,Kendal"
2242,1,"Stumpe,Trevor"
2243,4,"Iruafemi,Fred"
2244,1,"Stones,Michael"
2245,1,"Payne,Quinten"
2246,1,"Dickinson,Wesley"
2247,1,"Leone,Andrew"
2248,1,"Schroback,Mike"
2249,2,"Hollaway,Glenn"
2250,11,"Hortum,Ugur"
2251,1,"Altheimer,Velerio"
2252,1,"Cotton,Matthew"
2253,5,"Paige,Jimmy"
2254,1,"LaRose,Kinnon"
2255,1,"Brooks,Kentrall"
2256,4,"Parker,Chauncy"
2257,1,"Amos,Malik"
2258,4,"Cooper,Davante"
2259,1,"White,Grant"
2260,3,"Wilson-Fisher,Charles"
2261,4,"Rohrer,Nate"
2262,1,"Lewis,O.J."
2263,1,"Majstorovic,Dusan"
2264,6,"Holtzmann,Jake"
2265,2,"Ishola,Brian"
2266,2,"Eliason,Spencer"
2267,1,"Eaglin,Todd"
2268,1,"Massie,Kyle"
2269,1,"Izundu,Valentine"
2270,4,"Toriola,Moses"
2271,1,"Pagliuca,Nick"
2272,3,"Thompson,Tad"
2273,1,"Riley,Gus"
2274,1,"Brickman,Justin"
2275,1,"Barnes,Bray"
2276,2,"Welfringer,Judd"
2277,4,"Sadlon,Hunter"
2278,1,"Morgan,Devontae"
2279,1,"Locke,Sean"
2280,1,"McRoy,Curtis"
2281,1,"Jackson,Mar'Qywell"
2282,9,"Nurse,Joshua"
2283,1,"Francis-Ramirez,Brandone"
2284,1,"Cunningham,Alvin"
2285,1,"Bleecher,Maxx"
2286,4,"Mahaffey,D'Andre"
2287,2,"Weethee,Will"
2288,2,"Hayes,T.K."
2289,26,"Lowe,Carlton"
2290,5,"Altheimer,Velerio"
2291,9,"Mingo,Dalique"
2292,2,"Madison,Ausar"
2293,1,"Lisha,Glorind"
2294,2,"Burnett,Brandon"
2295,1,"Paige,Laquarious"
2296,1,"Alexander,Kalen"
2297,4,"Kuligoski,Joe"
2298,2,"Self,Tyler"
2299,2,"Davis,Terence"
2300,1,"Coddington,Jake"
2301,1,"Robertson,David"
2302,3,"Williams,Tiremone"
2303,1,"Wooten,Tyrone"
2304,3,"Ney,Niklas"
2305,2,"Pritchett,Najee"
2306,3,"Wilson,D.J."
2307,1,"Mortensen,Daniel"
2308,1,"Ahrens,Kyle"
2309,2,"Cisse,Ganlandou"
2310,5,"Manning,Chris"
2311,5,"Floyd,Jehyve"
2312,6,"Naughton,Jordan"
2313,1,"Anderson,Juwan"
2314,2,"Kennedy,Christian"
2315,1,"Heyward,Corey"
2316,3,"Maye,Luke"
2317,2,"Williams,Kenny"
2318,6,"Reid,Kyle"
2319,1,"Neumann,Sam"
2320,3,"Loose,Tyler"
2321,1,"Seward,Miles"
2322,1,"Ram,Varun"
2323,1,"Bender,Ivan"
2324,2,"Cambre,Cody"
2325,2,"Poole,Will"
2326,1,"Hasbargen,Tim"
2327,1,"Olujobi,Femi"
2328,2,"Stuen,Ford"
2329,1,"Lienhard,Will"
2330,3,"Chatman,Jordan"
2331,1,"Lecak,Mike"
2332,1,"Miller,Tyler"
2333,3,"Neufeld,Matt"
2334,1,"Plunkett,Shane"
2335,3,"Clover,Chris"
2336,4,"Summy,Hunter"
2337,3,"Anderson,Braeden"
2338,2,"Gottfried,Cameron"
2339,2,"Epps,Devin"
2340,1,"McDowell,Jake"
2341,7,"Leek,Aleer"
2342,2,"Friedman,Ted"
2343,3,"Weiher,Austin"
2344,3,"Joyce,Will"
2345,3,"Voss,Conor"
2346,3,"Weary Jr.,Eric"
2347,5,"Martinez,Javier"
2348,1,"Byers,Frank"
2349,1,"Austin,Courtney"
2350,5,"Pierre-Louis,Thomas"
2351,1,"McCoggle,Christian"
2352,1,"Bynum,Tyree"
2353,4,"Montalvo,Ethan"
2354,2,"Davidson,Nick"
2355,2,"Levingston Simon,Chandler"
2356,2,"Rudy,Michael"
2357,4,"Chivichyan,Gary"
2358,1,"Williams,Juwan"
2359,2,"Austin,Demontrez"
2360,1,"Dadika,Jake"
2361,3,"Moesch,Aaron"
2362,1,"Schlundt,T.J."
2363,1,"Decorah,Will"
2364,1,"Bax,Jackson"
2365,1,"Bennett,Steven"
2366,1,"Burgess,Ashanti"
2367,1,"Bergen,Alex"
2368,1,"Moute a Bidias,Roger"
2369,3,"Dickerson,Zach"
2370,8,"Flaggert,Jake"
2371,3,"Dorsey,Donaven"
2372,5,"Spencer,T.J."
2373,1,"Cabarkapa,Milos"
2374,1,"France III,Tedaro"
2375,1,"McHugh,Taylor"
2376,5,"Smith,Cameron"
2377,2,"Harrison,Cole"
2378,3,"Green,Anthony"
2379,1,"Perez,Bobby"
2380,1,"Yoshor,Zach"
2381,1,"Lochner,Curtis"
2382,1,"Locke,Sean"
2383,2,"Frost,Ahmad"
2384,1,"McAllister,Marius"
2385,3,"Grundy,Trey"
2386,4,"Ferris,Will"
2387,2,"Mathis,Spencer"
2388,1,"Floresca,Alex"
2389,2,"Hadden,Tyler"
2390,3,"Thompson,Christian"
2391,2,"Rafferty,Kevin"
2392,2,"Bolden,Devon"
2393,2,"Katumbusi II,Rahamanh"
2394,2,"Haney,Zach"
2395,2,"Wehrli,Bobby"
2396,1,"Moye,Anson"
2397,1,"Obi,Sean"
2398,1,"Wiley,Willie"
2399,1,"Benzan,Pat"
2400,1,"Perkins,Marcellis"
2401,1,"Rielly,Patrick"
2402,1,"Murinda,Mufaro"
2403,1,"Talla,Racine"
2404,2,"Rollo,Travis"
2405,1,"Carter,Myles"
2406,4,"Brantley,Jaylen"
2407,1,"Cole,David"
2408,1,"Jones,Jarvis"
2409,3,"Brown,Charles"
2410,5,"Robertin,Legend"
2411,1,"Owona,Mike"
2412,1,"McDonald,Jaylin"
2413,1,"Obokoh,Chinonso"
2414,5,"Bolton,Henry"
2415,1,"Moore,Zack"
2416,2,"Holliman,Jarrell"
2417,1,"Weary Jr.,Eric"
2418,1,"Harris,Julian"
2419,1,"Ramlal,Kendall"
2420,1,"Watkins,Nathan"
2421,2,"Olujobi,Femi"
2422,5,"Nolte,Evan"
2423,1,"Kirven,Caid"
2424,7,"Dougan,Tim"
2425,11,"Mahaffey,D'Andre"
2426,2,"Jones,Chase"
2427,1,"Saunders,Romone"
2428,10,"Viegas,Kessio"
2429,2,"Williams,Aaron"
2430,2,"Pino,Christian"
2431,2,"Goss,Collin"
2432,1,"Swan,Anthony"
2433,3,"Brown,Chad"
2434,2,"Mumin,Djordjije"
2435,2,"Duncan,Bobby"
2436,1,"Wilson,Gavin"
2437,3,"Lowe,Trey"
2438,1,"Laffin,Kyle"
2439,2,"Matthews,Tommy"
2440,1,"Wise,Christian"
2441,2,"Bolt,Aaron"
2442,3,"Nwosuh,Clint"
2443,3,"Zelis,Andrew"
2444,3,"Snider,Gabe"
2445,4,"Adeyeye,Josh"
2446,1,"Ray,Shawn"
2447,1,"Self,Tyler"
2448,2,"Winter,Zach"
2449,6,"Cole,Shadd"
2450,1,"Pruitt,Elijah"
2451,2,"Kennedy,Christian"
2452,3,"Matthews,ZaQwaun"
2453,2,"Bates,K.J."
2454,3,"Vinson,Corey"
2455,2,"Fortin,Marc Andre"
2456,3,"White-Pittman,Greg"
2457,1,"Atencia,Hansel"
2458,2,"Heller,Max"
2459,3,"Sheffield,Nathan"
2460,1,"Hobbs,Raymond"
2461,3,"Williams,Keon"
2462,4,"Alexander,Kyle"
2463,1,"Sorrells,Andrew"
2464,1,"Ham,Donovan"
2465,1,"Gottfried,Cameron"
2466,7,"Duncan,Everett"
2467,1,"Barnes,Bray"
2468,1,"Witherill,Austin"
2469,1,"Sullivan,Chris"
2470,2,"Chauca,Brandon"
2471,1,"Hershberger,Sam"
2472,1,"Pagliuca,Nick"
2473,2,"Young,Zach"
2474,16,"Decker,Josh"
2475,2,"Castillo,Nick"
2476,6,"Wilson,Nolan"
2477,3,"Bitting,Ty'Quan"
2478,2,"Sylvester,DJ"
2479,1,"Petras,Jakub"
2480,1,"Mitchell,Kameron"
2481,5,"Walsh,Reilly"
2482,1,"McKnight,Derek"
2483,1,"Mofford,Jelani"
2484,1,"Coker,Kanler"
2485,1,"Coleman,Justin"
2486,1,"Dalton,Spenser"
2487,2,"Cuadra,Jon Ander"
2488,4,"Cumberland,Jaevin"
2489,3,"Olujobi,Femi"
2490,2,"Dadika,Jake"
2491,2,"Batie,Khalil"
2492,4,"White,Grant"
2493,2,"Davis,Ryan"
2494,2,"McManus,Collin"
2495,1,"Rothschild,Max"
2496,1,"Farrell,Patrick"
2497,1,"Rafferty,Kevin"
2498,2,"Troutt,Grant"
2499,5,"Hilliard,Ted"
2500,1,"Martin,Eugene"
2501,1,"Chown,Mikey"
2502,4,"Hamilton,Quinton"
2503,1,"Jenkins,Janeil"
2504,3,"Anim,Sacar"
2505,1,"Heldt,Matt"
2506,1,"Marotta,Cam"
2507,1,"Auslander,Kent"
2508,1,"Terrell,Andrew"
2509,1,"Tuohy Jr.,Sean"
2510,1,"Williams,Bobby"
2511,4,"Pulsifer,Jon"
2512,1,"Mulder,Mychal"
2513,4,"Knar,Robert"
2514,1,"Drammeh,Sheriff"
2515,2,"Redding,Ny"
2516,1,"Pillari,Daniel"
2517,6,"Favorite,David"
2518,2,"Rowland,Rand"
2519,3,"Triano,Dustin"
2520,4,"Egi,Chris"
2521,10,"Oakley,Devon"
2522,1,"Martin,Wade"
2523,1,"Cooper,Prince"
2524,2,"Levene,Dennis"
2525,1,"Chionuma,Zach"
2526,2,"Sharp,Stephon"
2527,2,"Holmes,Carter"
2528,4,"Leach,Grant"
2529,1,"Deloach,Jesse"
2530,3,"Jackson,Rashad"
2531,3,"Curry,DaRon"
2532,1,"Schroback,Mike"
2533,1,"Porter,Franklin"
2534,1,"Hunter,Jordan"
2535,1,"Murphy,Billy"
2536,3,"Ishola,Brian"
2537,4,"Myers Jr,Edmond"
2538,2,"Bain,Nathan"
2539,3,"Rinaldi,John"
2540,2,"McRae,Jordan"
2541,1,"Momah,Obi"
2542,2,"Martin,Aram"
2543,1,"Ingram,Patrick"
2544,1,"White,Skyler"
2545,1,"France III,Tedaro"
2546,4,"Cooper,Devin"
2547,2,"Burge,Al"
2548,3,"Barnes,Ali"
2549,3,"Miller,Sam"
2550,1,"Bost,Drew"
2551,1,"Robbins,Peyton"
2552,1,"Pettis,Cartree"
2553,1,"Victor,Jhonny"
2554,1,"Royal,Julian"
2555,1,"O'Neill,Connor"
2556,1,"Hollman,Will"
2557,1,"Romich,Drew"
2558,3,"Aughburns,Branden"
2559,1,"Buscher,Zach"
2560,1,"Filipovich,Niko"
2561,3,"McGuire,Markese"
2562,2,"Prusator,Grant"
2563,3,"Cisse,Ganlandou"
2564,9,"Leek,Aleer"
2565,1,"Voorhes,Wyatt"
2566,3,"Levitch,David"
2567,1,"Henderson,Jay"
2568,2,"Pierre-Louis,Thomas"
2569,5,"Sparks,Austin"
2570,2,"Power,Logan"
2571,1,"Cheaney,Barry"
2572,4,"Saprykinas,Haroldas"
2573,1,"Ford,Sajon"
2574,1,"Kamga,Brandon"
2575,3,"Buchanan,Clayton"
2576,1,"Cumberland,Jaevin"
2577,2,"Washington,Isaiah"
2578,1,"Berbari,Elias"
2579,1,"Josephs,Carter"
2580,1,"Dowdy,Michael"
2581,1,"Wilfong,Jonathan"
2582,1,"Dourdas,Evan"
2583,1,"Akintobi-Adeyeye,Doyin"
2584,1,"Patterson,Mark"
2585,1,"Raven,Alec"
2586,2,"de Laveaga,Kyle"
2587,1,"Smith,Jerrold"
2588,1,"Okwarabizie,Ikenna"
2589,1,"Wulff,Alec"
2590,2,"London,Makinde"
2591,5,"Jacobsen,Cory"
2592,2,"Smith,Joseff"
2593,1,"Stacey,Trey"
2594,5,"Marshall,Morris"
2595,3,"Small,Kendall"
2596,1,"Lakoju,Ami"
2597,1,"Walters,Sam"
